Title,imdbID,tmdbId,BoxOffice
My Father and the Man in Black,tt1853620,115214.0,0
Jimi Plays Monterey,tt0093312,26028.0,0
Baseline,tt1390397,41342.0,0
Cool Cat Saves the Kids,tt2974050,325712.0,0
My Friend Victoria,tt3203992,290316.0,0
A Sister's Nightmare,tt2953240,225850.0,0
Harvest,tt1827528,79919.0,0
Billy Wilder Speaks,tt0823715,67280.0,0
Terrible Joe Moran,tt0088248,297668.0,0
Kony 2012,tt2294697,94587.0,0
The Calcium Kid,tt0330111,31063.0,0
Exte: Hair Extensions,tt0904049,21784.0,0
Snow on tha Bluff,tt1719634,63147.0,0
American Violence,tt5848714,435473.0,0
Bloodwork,tt1562567,100024.0,0
Protégé,tt0841150,16657.0,0
The Zohar Secret,tt3355014,346472.0,0
Pleasure at Her Majesty's,tt0076407,59527.0,0
The Rosewood Lane,tt1840388,86759.0,0
Perry Mason: The Case of the Silenced Singer,tt0100352,94105.0,0
Klitschko,tt1885281,70808.0,0
Shadows & Lies,tt1453403,64832.0,0
Facing Fear,tt2776636,249719.0,0
Rise of the Gargoyles,tt1275786,24921.0,0
The Duel,tt2436682,333386.0,20672
Café Express,tt0080488,107052.0,0
Spy Time,tt3510480,284514.0,0
Abzurdah,tt4413338,353989.0,0
July Rhapsody,tt0312886,51484.0,0
Claire of the Moon,tt0103977,53049.0,799674
The 36 Crazy Fists,tt0076661,46114.0,0
Hamilton's America,tt6146460,415078.0,0
Leader,tt1613040,55283.0,1458709
Bottom of the World,tt2337841,393172.0,0
Mama's Dirty Girls,tt0071802,300816.0,0
Beach Spike,tt1740661,73800.0,0
Gallants,tt1611823,42380.0,0
Crimes Against Humanity,tt2621742,208286.0,0
The Yakuza,tt0073918,28415.0,1500000
The Willies,tt0103268,25088.0,0
Gewoon Hans,tt1532951,33130.0,0
Chris Hardwick: Mandroid,tt2515472,144092.0,0
Creature from Black Lake,tt0074356,43753.0,0
Riot On!,tt0427783,21843.0,0
My Friend Ivan Lapshin,tt0084345,83491.0,0
I Will Follow You Into the Dark,tt2179087,216374.0,0
Cuckoo in a Dark Forest,tt0091359,337435.0,0
Borrowed Hearts,tt0132893,70417.0,0
Lars i porten,tt0087587,174748.0,0
Assassins Run,tt1502417,185497.0,0
Female Vampire,tt0069745,28802.0,0
Gourmet Detective: A Healthy Place to Die,tt4041382,348631.0,0
Road to Istanbul,tt2207112,383064.0,0
Days of Nietzsche in Turin,tt0297856,163077.0,0
Bigfoot Lives,tt1394174,191402.0,0
Meet the Hitlers,tt2432918,326255.0,0
Lurking Fear,tt0110410,44265.0,0
Trapped in the Closet: Chapters 23-33,tt2526856,151509.0,0
Killing Me Softly,tt0250468,14365.0,7775138
Fort Bliss,tt2093995,263855.0,0
From Caligari to Hitler: German Cinema in the Age of the Masses,tt3908344,304878.0,0
Wild Palms,tt0106175,70859.0,0
Return of the Atom,tt1010248,355771.0,0
The Dirt Bike Kid,tt0090948,33321.0,0
American Ninja 5,tt0106257,25684.0,0
Hotel,tt2363178,193523.0,0
Sniper 2,tt0338450,14245.0,0
The Woman,tt1714208,65599.0,0
Dead Genesis,tt1650516,80837.0,0
It's a Bird... It's a Plane... It's Superman!,tt0339210,142064.0,0
The Axe Murders of Villisca,tt3320500,401065.0,0
Rikki-Tikki-Tavi,tt0175122,13415.0,0
Malice@Doll,tt0363277,50113.0,0
Da Hip Hop Witch,tt0245943,76176.0,0
Ishq Vishk,tt0362771,41901.0,0
R.O.D Read or Die,tt0368197,37789.0,0
Baazi,tt0121989,159657.0,0
House Party: Tonight's the Night,tt2631862,212455.0,0
Hotel Meina,tt0981293,136572.0,0
Odyssey in Rome,tt0430420,343043.0,0
Mariages!,tt0388242,52538.0,0
Under New Management,tt0887966,62399.0,0
Invention of Trust,tt6113490,437838.0,0
Tom Papa: Freaked Out,tt2769276,231145.0,0
Summer Camp,tt2638662,306966.0,0
Hollow Man II,tt0469916,8997.0,0
Crimetime,tt0115976,99859.0,0
The Night of the Sorcerers,tt0066144,77642.0,0
Chinaman,tt0414195,23019.0,0
Shortcut to Happiness,tt0263265,33932.0,0
Home Movie,tt1267319,27258.0,0
Marquis,tt0097839,36068.0,0
Crazy,tt0215681,9375.0,0
Tabloid Truth,tt3671552,256316.0,0
What War May Bring,tt1440146,53456.0,0
Guyver: Dark Hero,tt0109965,11795.0,0
The Runner,tt3687398,277546.0,0
Cutting Class,tt0097136,21799.0,0
Night of the Seagulls,tt0073461,28071.0,0
Vanishing Waves,tt2208216,133764.0,0
Pentimento,tt0254676,152943.0,0
Love Under New Management: The Miki Howard Story,tt5279042,405621.0,0
Killer Holiday,tt1982735,229526.0,0
"Madrid, 1987",tt1760980,84308.0,0
Raiders of the Living Dead,tt0138050,45031.0,0
Ajnabee,tt0278291,22316.0,0
Go Figure,tt0447987,55504.0,0
Xtro,tt0086610,25834.0,0
44500 Max,tt1539107,102527.0,0
Rowing with the Wind,tt0093840,80047.0,0
Night and the City,tt0042788,19119.0,0
Wu Dang,tt2251662,120713.0,0
One Way or Another,tt0075915,162505.0,0
The Dukes of Hazzard: Reunion!,tt0119025,150329.0,0
Storm Catcher,tt0179477,26129.0,11580
Patrick,tt0078067,17212.0,0
Russell Peters: Almost Famous,tt5946232,417026.0,0
Black Butterfly,tt2090465,76812.0,0
Cold Showers,tt0422133,27095.0,0
Zipper,tt3346224,309503.0,0
Love Records: Gimme Some Love,tt4431326,379335.0,0
The 4th Floor,tt0167752,49745.0,0
Two: The Story of Roman & Nyro,tt2740874,224293.0,0
Marina,tt2614860,229582.0,0
Jim Jefferies: Freedumb,tt5849950,404022.0,0
Parched,tt3043252,352205.0,0
Viva l'Italia,tt2508478,142320.0,0
Police Python 357,tt0075082,37455.0,0
Spin,tt0479164,99251.0,0
Eden Log,tt1087842,14235.0,157350
Samurai Fiction,tt0170544,10686.0,0
Death Watch,tt0081182,3418.0,0
The World According to Ion B.,tt1683890,55802.0,0
The Stepdaughter,tt0221581,204839.0,0
Cheerful Wind,tt0082371,87953.0,0
Waking Madison,tt0831280,68174.0,0
Edith Walks,tt6612512,462026.0,0
Exodus,tt0053804,1941.0,20000000
L for Leisure,tt3921418,247777.0,0
Pelota,tt0378549,258630.0,0
Day of the Panther,tt0094957,75203.0,0
Small Roads,tt2317089,137008.0,0
Be My Valentine,tt2288568,226167.0,0
Misa mi,tt0342777,121754.0,0
Sugar Coated,tt4425138,337473.0,0
Rag Union,tt4767340,390376.0,0
The Last Days of Emma Blank,tt1239446,42346.0,0
Il commissario Lo Gatto,tt0092770,59139.0,0
Sket,tt1658820,92391.0,0
De nieuwe wildernis,tt2997766,217014.0,0
Chloe and Theo,tt1754736,300686.0,0
Les Misérables in Concert: The 25th Anniversary,tt1754109,158675.0,742004
Aladin,tt1227762,25868.0,0
Matching Jack,tt1447499,44049.0,0
I Lived,tt2949196,342896.0,0
Sick Girl,tt1078931,23515.0,0
The Guy from Harlem,tt0175694,81470.0,0
Condorman,tt0082199,19379.0,0
The Invader,tt1772947,84479.0,0
Presidentintekijät,tt3506224,307113.0,0
Simple Things,tt0481583,87847.0,0
Zombie Wars,tt0897444,28602.0,0
Trémulo,tt4145318,400001.0,0
Grand Theft Parsons,tt0338075,16433.0,6876
Autumn Sonata,tt0077711,12761.0,0
Casper: A Spirited Beginning,tt0118824,39346.0,0
The Beach Girls,tt0083628,54803.0,0
Kill for Me,tt2085957,167305.0,0
The King and Queen of Moonlight Bay,tt0342639,72232.0,0
Death Comes to Pemberley,tt2951788,246699.0,0
Mariken,tt0239593,75578.0,0
Frightmare,tt0071523,38446.0,0
The Con Artists,tt0076101,38362.0,0
Chronic Town,tt0988035,91443.0,0
The Canterville Ghost,tt0036696,19463.0,0
Children of the Corn V: Fields of Terror,tt0150111,25751.0,0
Avalon,tt0267287,10881.0,8826094
Life Is a Trumpet,tt2936938,385654.0,0
Kenji Mizoguchi: The Life of a Film Director,tt0071163,44165.0,0
Man in the Mirror: The Michael Jackson Story,tt0411377,73353.0,0
MURDER and murder,tt0116949,407992.0,0
Dikkenek,tt0456123,8736.0,0
Knockout,tt1691453,58448.0,0
Before I Self Destruct,tt1310569,25467.0,0
Dona Flor and Her Two Husbands,tt0077452,42234.0,0
25 April,tt3728746,356294.0,0
Piper,tt5613056,399106.0,0
The Do-Over,tt4769836,389053.0,0
Days of Hope,tt0037680,219924.0,0
Extreme Private Eros: Love Song 1974,tt0233809,130639.0,0
Nightmare Sisters,tt0093628,27476.0,0
Slumming,tt0499157,76853.0,0
Moonlight Serenade,tt0455638,28025.0,0
A Flintstones Christmas Carol,tt0193164,48874.0,0
1939: Hollywood's Greatest Year,tt1454902,266814.0,0
The Atrocity Exhibition,tt0197256,65456.0,0
Gumball 3000: The Movie,tt0390067,35701.0,0
What No One Knows,tt0965411,15837.0,0
Hella W,tt1382722,62614.0,0
Hearty Paws,tt1710565,154326.0,0
Kermit's Swamp Years,tt0304283,15909.0,0
Three Men in a Boat,tt0073803,78329.0,0
SOMM: Into the Bottle,tt5161502,372315.0,0
Elena Undone,tt1575539,56743.0,0
The Magic of Heineken,tt3384890,293850.0,0
Earthling,tt1398999,78088.0,0
Safety Patrol,tt0152265,84211.0,0
Ultimate Avengers: The Movie,tt0491703,14609.0,6700000
Pu-239,tt0472156,26431.0,0
You Will Know What to Do with Me,tt3810572,317938.0,0
Provocateur,tt0134912,165550.0,0
Watch Me When I Kill,tt0076068,40261.0,0
Noriko's Dinner Table,tt0468820,42041.0,0
Raw Deal: A Question of Consent,tt0239879,114490.0,0
Captain Thunder,tt1233259,80122.0,1034558
The Roman Spring of Mrs. Stone,tt0055382,36731.0,0
Two Worlds,tt0808230,14791.0,0
Beauty Is Embarrassing,tt2040281,90603.0,0
The Hound of the Baskervilles,tt0052905,11791.0,0
Perry Mason: The Case of the Avenging Ace,tt0095854,225816.0,0
Battle Arena Toshinden,tt0144095,52143.0,0
Recipe for a Perfect Christmas,tt0480844,52925.0,0
The Death of Kevin Carter: Casualty of the Bang Bang Club,tt0439676,214187.0,0
Happily Ever After,tt0381270,14653.0,7725902
Eating Out: Drama Camp,tt1833845,71744.0,0
The Land Before Time XIII: The Wisdom of Friends,tt1139111,39961.0,0
The Shepherd,tt0827521,24411.0,0
Dead Rising: Endgame,tt5481404,400605.0,0
Autumn in the Vineyard,tt6041048,413441.0,0
Suburban Gothic,tt3279176,277688.0,0
Intimate Parts,tt2934404,204690.0,0
Apnea,tt1686053,69353.0,0
Granny's Dancing on the Table,tt4314094,358907.0,0
Dead Souls,tt2188717,183412.0,0
By Dawn's Early Light,tt0099197,20674.0,0
Evil Angel,tt0892051,35908.0,0
Pure,tt1483753,58156.0,0
The Footprints of a Spirit,tt0275413,288296.0,0
The Razor's Edge,tt0038873,56135.0,0
Heavy Metal Britannia,tt1615847,176896.0,0
Bloody Birthday,tt0082084,55538.0,0
Legend of the Galactic Heroes: Overture to a New War,tt0107382,154727.0,0
The Antwerp Dolls,tt2084957,400121.0,0
My Bromance,tt3522738,285307.0,0
Saint Seiya: Legend of Crimson Youth,tt0326143,66105.0,0
Smokey Bites the Dust,tt0083097,62880.0,0
Gardener of Eden,tt0403057,25354.0,0
Black Rainbow,tt0099143,71373.0,0
Things You Can Tell Just by Looking at Her,tt0210358,20067.0,1433668
Nocturna,tt0836682,26700.0,0
Hidden Away,tt3289362,258755.0,0
The Human Behavior Experiments,tt0822813,216755.0,0
Death Proof,tt1028528,1991.0,31126421
A Night for Dying Tigers,tt1624376,107255.0,0
Tender Cousins,tt0081614,73134.0,0
Soaked in Bleach,tt3253624,295595.0,0
Kevin,tt1868030,87593.0,0
Five,tt4741714,381356.0,0
Dream Home,tt1407972,49706.0,378600
A Patriotic Man,tt2343585,264048.0,0
Snow White and Russian Red,tt1242881,36415.0,0
Dr. Jekyll and Mr. Hyde,tt0022835,3019.0,1300000
The Overbrook Brothers,tt1365637,91391.0,0
Alter Ego,tt0965367,173421.0,0
Virtual JFK: Vietnam If Kennedy Had Lived,tt1205541,78999.0,0
Barbie as the Island Princess,tt1092053,13283.0,0
"Fat, Sick & Nearly Dead",tt1227378,72914.0,0
Holiday in Handcuffs,tt0938666,24446.0,0
Fragile,tt0422272,11348.0,6680926
Dangerously Excited,tt2086953,142533.0,0
Secret Sunshine,tt0817225,2015.0,11581469
Jailbait Babysitter,tt0077762,86210.0,0
At Sea,tt1829648,131792.0,0
The Marriage of Figaro,tt0220672,214699.0,0
I'm Not Ready for Christmas,tt5182120,363478.0,0
Bang Gang: A Modern Love Story,tt3838728,327040.0,0
Annaluise & Anton,tt0161935,799.0,0
Omagh,tt0408056,5413.0,0
Don't Open Till Christmas,tt0089038,84422.0,0
A Necessary Death,tt1189349,109459.0,0
Listen to Your Heart,tt1274296,48373.0,0
Trench Road,tt0372359,145902.0,0
The Dream of a Ridiculous Man,tt0475730,119855.0,0
Manual of Love 2,tt0847745,20069.0,0
Love Sick Love,tt1992147,182349.0,0
10.0 Earthquake,tt3488056,302666.0,0
Another Public Enemy,tt0433328,32213.0,0
Summer of Goliath,tt1714758,99495.0,0
"Another Day, Another Time: Celebrating the Music of Inside Llewyn Davis",tt3358552,242675.0,0
Take Away,tt0295718,16058.0,0
My Grandfather's People,tt2150209,81708.0,6086224
Kiss of the Tarantula,tt0131449,89720.0,0
Rumba,tt1160022,51871.0,0
Come Dance at My Wedding,tt1355235,32782.0,0
Coicent,tt2087838,118026.0,0
Way Beyond Weight,tt2787834,165321.0,0
Zenon: Girl of the 21st Century,tt0186726,34766.0,0
Exorcismus,tt1322306,63727.0,0
My Beautiful Country,tt2302739,241140.0,0
A Nanny for Christmas,tt1572008,50652.0,0
More,tt0188913,36107.0,0
The Olsen Gang in Deep Trouble,tt1978599,207323.0,0
Midnight Ride,tt0100148,31942.0,0
Louis C.K.: Live at the Beacon Theater,tt2112999,80379.0,1000000
"Good Men, Good Women",tt0113256,99600.0,10050000
Nazareno Cruz and the Wolf,tt0071897,127424.0,0
The 'Alien' Saga,tt0342036,25021.0,0
The Waiting Room,tt0446930,52188.0,0
Fatal Intuition,tt5052298,369443.0,0
See How They Fall,tt0110958,64347.0,0
Queen of Carthage,tt2458988,303360.0,0
The Case of: JonBenét Ramsey,tt6087230,416988.0,0
Battle of the Stars,tt0075881,292133.0,0
Superprodukcja,tt0354068,68646.0,0
Legend No. 17,tt2182001,184155.0,29523237
The Pied Piper,tt0174834,82094.0,0
The Search for Santa Paws,tt1544572,48844.0,0
Seduced and Abandoned,tt0058564,42790.0,0
Frequently Asked Questions About Time Travel,tt0910554,22494.0,23820
Welcome to Dongmakgol,tt0475783,14968.0,33579813
11 x 14,tt0156246,138535.0,0
In Search of Memory,tt1462017,62730.0,1062000
The Trial of Lee Harvey Oswald,tt0076841,257605.0,0
A Grande Família: O Filme,tt0990366,56049.0,0
Stephen Fry: The Secret Life of the Manic Depressive,tt0808482,99022.0,0
Green Legend Ran,tt0158644,56190.0,0
The Shaolin Temple,tt0079891,10275.0,16157801
Mr. Vampire,tt0089371,67342.0,0
Afterburn,tt0103626,131351.0,0
Zombie Girl: The Movie,tt1278480,83587.0,0
Kamchatka,tt0320042,28710.0,8000000
Hallway,tt4522158,359070.0,0
An American Tail: The Treasure of Manhattan Island,tt0166973,31473.0,0
Birdwatchers,tt1054674,12811.0,0
Enter the Ninja,tt0082332,17205.0,0
The Black Pimpernel,tt0796206,39166.0,0
Castles in the Sky,tt3311900,277846.0,0
The Amputee,tt0193716,48847.0,0
Sweet Mud,tt0498846,11110.0,0
The Moon Warriors,tt0108650,50936.0,0
Jon Richardson Live: Nidiot,tt4294036,307256.0,0
King of the Children,tt0093133,148597.0,0
Here and Elsewhere,tt0071646,26298.0,0
Cruel Winter Blues,tt0969367,70131.0,0
The Lightship,tt0089491,49823.0,0
10 Attitudes,tt0312297,19828.0,0
Bes Sehir,tt1523415,51334.0,0
Enter the Phoenix,tt0407708,21522.0,1344920
Old 37,tt1600429,156981.0,0
A Bunch of Amateurs,tt1171226,18034.0,0
Bloodsucking Pharaohs in Pittsburgh,tt0101483,27207.0,0
Pinocchio's Christmas,tt0081340,50934.0,0
Opposing Force,tt0091688,40468.0,0
North Star,tt0114622,200383.0,0
El Cortez,tt0423372,24041.0,0
Animals,tt0397612,198306.0,0
Carjacked,tt1321861,72912.0,0
A Monster in Paris,tt0961097,77459.0,26611650
8 x 10 Tasveer,tt1105709,18673.0,0
Girlfriend's Day,tt2962984,346650.0,0
Contact High,tt0780002,31337.0,0
Katt Williams: It's Pimpin' Pimpin',tt1323575,13488.0,0
Nightmare Detective,tt0852726,43713.0,0
Search for the Beast,tt0129358,181628.0,0
The Last Remake of Beau Geste,tt0076297,55628.0,0
A Soldier's Tale,tt0096131,237202.0,0
Finding Rin Tin Tin,tt0493443,66733.0,0
Barry Hilton: The Live Series,tt5652920,429803.0,0
Intergirl,tt0097584,83524.0,0
Prairie Fever,tt1160018,16926.0,0
Slow Action,tt1836918,85107.0,0
The Bone Snatcher,tt0343449,22451.0,0
Down and Dangerous,tt2090488,164286.0,0
Wanda Sykes: I'ma Be Me,tt1511514,26250.0,0
The Testaments: Of One Fold and One Shepherd,tt0258247,42195.0,0
Flesh Wounds,tt1461677,64091.0,0
1st to Die,tt0252133,86970.0,0
George Lopez: America's Mexican,tt0975673,19993.0,0
Varian's War: The Forgotten Hero,tt0245540,74474.0,0
Enter the Warriors Gate,tt4652532,413658.0,0
Red Amnesia,tt3890278,283711.0,0
The Beginning of Life,tt5140248,397093.0,0
Terror Firmer,tt0169299,14005.0,0
Lies & Illusions,tt1202222,23736.0,0
Russell Brand: Messiah Complex,tt3397430,238185.0,0
Squadra antifurto,tt0076753,52914.0,0
Doing Time on Maple Drive,tt0104118,22795.0,0
Vesna Goes Fast,tt0118074,120122.0,0
Mercenaries,tt3598222,277597.0,0
Trouble at Timpetill,tt0953382,21788.0,0
Un attore contro - Gian Maria Volonté,tt2248926,279842.0,0
American Virgin,tt1318044,23568.0,0
Natimorto,tt1522189,85389.0,0
The Piano Player,tt0293509,4968.0,0
Gizmo!,tt0074573,57954.0,0
Little Lips,tt0077682,26550.0,0
Cloudburst,tt1466054,117098.0,0
Dead 7,tt4405860,384450.0,0
Buried Alive II,tt0118800,73336.0,0
Steel Frontier,tt0114537,39449.0,0
I'll Be There,tt0325352,48967.0,0
Prime Suspect 2,tt0103516,215993.0,0
Aashiqui 2,tt2203308,192558.0,16000000
Letter to Brezhnev,tt0089477,60363.0,0
Murder by Natural Causes,tt0079593,256166.0,0
Barbie: Spy Squad,tt5042436,377897.0,0
Wood Job!,tt2964120,274817.0,0
Traders,tt3531578,347647.0,0
Der Bockerer,tt0082087,24140.0,0
Le crocodile du Botswanga,tt2969776,248390.0,0
Coming to Terms,tt2464486,192178.0,0
The Secretary,tt0114376,122982.0,0
Back to You and Me,tt0419816,130300.0,0
Jessica Darling's It List,tt5213744,370765.0,0
Mimesis,tt1720164,70878.0,0
Boris Without Béatrice,tt4780842,372985.0,0
